base_name,strain,gene,allele,zenodo_id,timestamp,amplitude_ratio,amplitude_ratio_forward,amplitude_ratio_backward
mec-12 (e1605) on food L_2010_10_01__12_27_42__3,AQ1031,mec-12,e1605,1016623,2010-10-01 12:27,0.695751,0.712495,0.696811
mec-12 (e1605) on food L_2010_10_28__12_59_53__7,AQ1031,mec-12,e1605,1016892,2010-10-28 12:59,0.708843,0.718315,0.733603
mec-12 (e1605) on food R_2010_09_30__12_28_20__7,AQ1031,mec-12,e1605,1023874,2010-09-30 12:28,0.693943,0.703139,0.700306
mec-12 (e1605) on food R_2010_09_30__12_28_20__7,AQ1031,mec-12,e1605,129923,2010-09-30 12:28,0.693943,0.703139,0.700306
mec-12 (e1605) on food R_2010_11_04__11_18_55__3,AQ1031,mec-12,e1605,1018597,2010-11-04 11:18,0.725783,0.718733,0.740198
mec-12 (e1605) on food L_2010_09_30__12_25___3___7,AQ1031,mec-12,e1605,1033520,2010-09-30 12:25,0.71013,0.709421,0.718652
mec-12 (e1605) on food L_2010_10_21__11_25___3___2,AQ1031,mec-12,e1605,1028924,2010-10-21 11:25,0.692229,0.680025,0.719801
mec-12 (e1605) on food L_2010_10_28__11_37___3___3,AQ1031,mec-12,e1605,1025679,2010-10-28 11:37,0.71229,0.717509,0.728181
mec-12 (e1605) on food L_2010_11_04__12_37___3___7,AQ1031,mec-12,e1605,1015569,2010-11-04 12:37,0.683993,0.718937,0.746876
mec-12 (e1605) on food L_2010_11_04__12_37___3___7,AQ1031,mec-12,e1605,129599,2010-11-04 12:37,0.683993,0.718937,0.746876
mec-12 (e1605) on food R_2010_10_01__12_25___3___3,AQ1031,mec-12,e1605,1019082,2010-10-01 12:25,0.692466,0.688918,0.707497
mec-12 (e1605) on food R_2010_10_28__11_15___3___2,AQ1031,mec-12,e1605,1019042,2010-10-28 11:15,0.695028,0.689756,0.711482
mec-12 (e1605)) on food R_2010_11_04__12_56___3___8,AQ1031,mec-12,e1605,1007467,2010-11-04 12:56,0.685165,0.676446,0.686828
mec-12 (e1605) on food L_2010_10_21__12_46_27___6___,AQ1031,mec-12,e1605,1005542,2010-10-21 12:46,0.698512,0.722071,0.729583
mec-12 (e1605) on food L_2010_09_30__12_24_24___1___8,AQ1031,mec-12,e1605,1020495,2010-09-30 12:24,0.708615,0.723933,0.723908
mec-12 (e1605) on food L_2010_09_30__12_25_35___2___7,AQ1031,mec-12,e1605,1020258,2010-09-30 12:25,0.663621,0.716065,0.713953
mec-12 (e1605) on food L_2010_09_30__12_28_22___7___7,AQ1031,mec-12,e1605,1014196,2010-09-30 12:28,0.692889,0.69555,0.696381
mec-12 (e1605) on food L_2010_10_01__12_25_25___6___3,AQ1031,mec-12,e1605,1003312,2010-10-01 12:25,0.696766,0.708145,0.723923
mec-12 (e1605) on food L_2010_10_01__12_27_45___7___3,AQ1031,mec-12,e1605,1017793,2010-10-01 12:27,0.708181,0.709183,0.718179
mec-12 (e1605) on food L_2010_10_21__12_28_30___7___5,AQ1031,mec-12,e1605,1019567,2010-10-21 12:28,0.703214,0.705498,0.718871
mec-12 (e1605) on food L_2010_10_28__10_55_39___2___1,AQ1031,mec-12,e1605,1017959,2010-10-28 10:55,0.678097,0.711418,0.696364
mec-12 (e1605) on food L_2010_10_28__12_18_34___7___5,AQ1031,mec-12,e1605,1019990,2010-10-28 12:18,0.713323,0.714786,0.710129
mec-12 (e1605) on food L_2010_10_28__12_37_10___6___6,AQ1031,mec-12,e1605,1006072,2010-10-28 12:37,0.697496,0.71308,0.695679
mec-12 (e1605) on food L_2010_11_04__12_16_10___1___6,AQ1031,mec-12,e1605,1020957,2010-11-04 12:16,0.602451,0.630216,0.669033
mec-12 (e1605) on food R_2010_09_30__12_26_02___6___7,AQ1031,mec-12,e1605,1006144,2010-09-30 12:26,0.743097,0.745974,0.725361
mec-12 (e1605) on food R_2010_09_30__12_27_47___8___7,AQ1031,mec-12,e1605,1018994,2010-09-30 12:27,0.691177,0.702695,0.714836
mec-12 (e1605) on food R_2010_10_01__12_23_52___1___3,AQ1031,mec-12,e1605,1022220,2010-10-01 12:23,0.71498,0.720343,0.718571
mec-12 (e1605) on food R_2010_10_01__12_25_03___2___3,AQ1031,mec-12,e1605,1019325,2010-10-01 12:25,0.719139,0.730046,0.731785
mec-12 (e1605) on food R_2010_10_01__12_27_11___8___3,AQ1031,mec-12,e1605,1021629,2010-10-01 12:27,0.712525,0.713778,0.730751
mec-12 (e1605) on food R_2010_10_21__11_05_03___2___1,AQ1031,mec-12,e1605,1021863,2010-10-21 11:05,0.70465,0.734661,0.754932
mec-12 (e1605) on food R_2010_10_21__12_07_13___8___3,AQ1031,mec-12,e1605,1026469,2010-10-21 12:07,0.726913,0.706839,0.741735
mec-12 (e1605) on food R_2010_11_04__10_38_37___7___1,AQ1031,mec-12,e1605,1017058,2010-11-04 10:38,0.685685,0.68502,0.695944
mec-12 (e1605) on food R_2010_11_04__10_58_31___6___2,AQ1031,mec-12,e1605,129289,2010-11-04 10:58,0.674023,0.665392,0.698353
mec-12 (e1605) on food R_2010_11_04__10_58_31___6___2,AQ1031,mec-12,e1605,1003424,2010-11-04 10:58,0.674023,0.665392,0.698353
mec-12 (e1605) on food R_2010_10_28__15_26_35___1___10,AQ1031,mec-12,e1605,1017468,2010-10-28 15:26,0.713235,0.710226,0.724262
mec-7 (v448) on food L_2010_09_30__12_47_49__8,AQ1033,mec-7,u448,1016639,2010-09-30 12:47,0.669891,0.66956,0.694898
mec-7 (v448) on food L_2010_10_14__15_40_53__3,AQ1033,mec-7,u448,1013581,2010-10-14 15:40,0.646767,0.658574,0.638624
mec-7 (v448) on food L_2010_10_14__16_16_25__4,AQ1033,mec-7,u448,1015678,2010-10-14 16:16,0.688431,0.672347,0.694553
mec-7 (v448) on food R_2010_10_01__12_07_56__2,AQ1033,mec-7,u448,1015388,2010-10-01 12:07,0.680063,0.673712,0.677951
mec-7 (v448) on food R_2010_10_01__12_07_56__2,AQ1033,mec-7,u448,129679,2010-10-01 12:07,0.680063,0.673712,0.677951
mec-7 (v448) on food R_2010_10_21__12_07_42__4,AQ1033,mec-7,u448,1017060,2010-10-21 12:07,0.687198,0.706138,0.687537
mec-7 (v448) on food R_2010_10_28__11_40_07__3,AQ1033,mec-7,u448,1018381,2010-10-28 11:40,0.659919,0.676735,0.677071
mec-7 (v448) on food R_2010_11_04__11_00_50__2,AQ1033,mec-7,u448,1019163,2010-11-04 11:00,0.680396,0.684089,0.704477
mec-7 (v448) on food R_2010_11_04__11_00_50__2,AQ1033,mec-7,u448,128645,2010-11-04 11:00,0.680396,0.684089,0.704477
mec-7 (v448) on food R_2010_11_11__15_36_55__9,AQ1033,mec-7,u448,1012047,2010-11-11 15:36,0.601929,0.545567,0.644054
mec-7 (v448) on food L_2010_09_30__12_45___3___8,AQ1033,mec-7,u448,1016373,2010-09-30 12:45,0.660924,0.674828,0.670362
mec-7 (v448) on food L_2010_10_21__14_45___3___8,AQ1033,mec-7,u448,1024666,2010-10-21 14:45,0.674225,0.677361,0.694849
mec-7 (v448) on food L_2010_10_21__15_06___3___9,AQ1033,mec-7,u448,1025264,2010-10-21 15:06,0.663031,0.658112,0.660384
mec-7 (v448) on food L_2010_10_28__14_45___3___9,AQ1033,mec-7,u448,1023325,2010-10-28 14:45,0.661562,0.682931,0.669593
mec-7 (v448) on food R_2010_10_01__12_05___3___2,AQ1033,mec-7,u448,1013727,2010-10-01 12:05,0.694922,0.690719,0.69556
mec-7 (v448) on food R_2010_10_28__12_57___3___7,AQ1033,mec-7,u448,1014590,2010-10-28 12:57,0.671843,0.680543,0.653401
mec-7 (v448) on food R_2010_11_11__11_28___3___2,AQ1033,mec-7,u448,1018065,2010-11-11 11:28,0.699668,0.698728,0.702048
mec-7 ((v448) on food R_2010_11_11__11_05___3___1,AQ1033,mec-7,u448,128525,2010-11-11 11:05,0.671022,0.665703,0.681172
mec-7 ((v448) on food R_2010_11_11__11_05___3___1,AQ1033,mec-7,u448,1008006,2010-11-11 11:05,0.671022,0.665703,0.681172
mec-7 (v448) on food L_2010_10_21__11_45_23___6___,AQ1033,mec-7,u448,1005552,2010-10-21 11:45,0.691977,0.687754,0.699619
mec-7 (v448) on food L_2010_09_30__12_47_15___8___8,AQ1033,mec-7,u448,1016430,2010-09-30 12:47,0.671611,0.682008,0.67251
mec-7 (v448) on food L_2010_10_01__12_05_39___6___2,AQ1033,mec-7,u448,1003314,2010-10-01 12:05,0.689874,0.686641,0.709123
mec-7 (v448) on food L_2010_10_01__12_07_24___8___2,AQ1033,mec-7,u448,1022766,2010-10-01 12:07,0.69377,0.698363,0.701668
mec-7 (v448) on food L_2010_10_14__15_17_49___6___2,AQ1033,mec-7,u448,1004261,2010-10-14 15:17,0.697442,0.692423,0.693655
mec-7 (v448) on food L_2010_10_14__16_36_54___1___5,AQ1033,mec-7,u448,1017859,2010-10-14 16:36,0.721239,0.705659,0.719615
mec-7 (v448) on food L_2010_10_21__11_28_13___7___2,AQ1033,mec-7,u448,1017903,2010-10-21 11:28,0.687021,0.694675,0.665622
mec-7 (v448) on food L_2010_10_21__12_44_48___1___6,AQ1033,mec-7,u448,1021283,2010-10-21 12:44,0.669144,0.684945,0.705649
mec-7 (v448) on food L_2010_10_21__13_05_19___2___7,AQ1033,mec-7,u448,1020829,2010-10-21 13:05,0.694423,0.693493,0.708039
mec-7 (v448) on food L_2010_10_28__12_14_36___1___5,AQ1033,mec-7,u448,1017955,2010-10-28 12:14,0.666665,0.687457,0.641753
mec-7 (v448) on food L_2010_11_04__10_36_13___6___1,AQ1033,mec-7,u448,1003432,2010-11-04 10:36,0.672535,0.677185,0.680946
mec-7 (v448) on food L_2010_11_04__12_58_11___8___8,AQ1033,mec-7,u448,1014849,2010-11-04 12:58,0.658886,0.667155,0.678969
mec-7 (v448) on food L_2010_11_11__11_47_32___2___3,AQ1033,mec-7,u448,1015312,2010-11-11 11:47,0.685293,0.687829,0.689012
mec-7 (v448) on food R_2010_09_30__12_43_53___1___9,AQ1033,mec-7,u448,1015851,2010-09-30 12:43,0.716381,0.710227,0.688234
mec-7 (v448) on food R_2010_09_30__12_45_04___2___8,AQ1033,mec-7,u448,1013447,2010-09-30 12:45,0.689157,0.688057,0.715526
mec-7 (v448) on food R_2010_09_30__12_45_30___6___8,AQ1033,mec-7,u448,1006150,2010-09-30 12:45,0.663883,0.693366,0.693921
mec-7 (v448) on food R_2010_09_30__12_47_50___7___8,AQ1033,mec-7,u448,1012969,2010-09-30 12:47,0.682003,0.645958,0.658468
mec-7 (v448) on food R_2010_10_01__12_05_15___2___2,AQ1033,mec-7,u448,1028128,2010-10-01 12:05,0.66408,0.681465,0.683486
mec-7 (v448) on food R_2010_10_01__12_08_00___7___2,AQ1033,mec-7,u448,1013721,2010-10-01 12:08,0.701761,0.703757,0.704962
mec-7 (v448) on food R_2010_10_14__15_01_56___7___1,AQ1033,mec-7,u448,1019781,2010-10-14 15:01,0.705802,0.716542,0.673997
mec-7 (v448) on food R_2010_10_21__15_27_36___8___9,AQ1033,mec-7,u448,1020581,2010-10-21 15:27,0.717069,0.723031,0.708008
mec-7 (v448) on food R_2010_10_28__10_58_31___7___1,AQ1033,mec-7,u448,1013045,2010-10-28 10:58,0.665914,0.673146,0.673262
mec-7 (v448) on food R_2010_10_28__11_15_30___6___2,AQ1033,mec-7,u448,1006830,2010-10-28 11:15,0.667677,0.683883,0.645368
mec-7 (v448) on food R_2010_10_28__12_36_43___2___6,AQ1033,mec-7,u448,1023345,2010-10-28 12:36,0.630075,0.64996,0.659311
mec-7 (v448) on food R_2010_10_28__15_08_37___8___8,AQ1033,mec-7,u448,1017164,2010-10-28 15:08,0.651229,0.670042,0.655565
mec-7 (v448) on food R_2010_10_28__15_30_32___7___9,AQ1033,mec-7,u448,1016665,2010-10-28 15:30,0.694499,0.664099,0.705352
mec-7 (v448) on food R_2010_11_04__11_55_56___1___5,AQ1033,mec-7,u448,1016271,2010-11-04 11:55,0.660382,0.667052,0.661284
mec-7 (v448) on food R_2010_11_04__12_17_25___2___6,AQ1033,mec-7,u448,1015853,2010-11-04 12:17,0.678051,0.687954,0.677782
mec-7 (v448) on food R_2010_11_11__12_05_33___1___4,AQ1033,mec-7,u448,1018059,2010-11-11 12:05,0.71728,0.673418,0.729007
mec-7 (v448) on food R_2010_11_11__15_55_26___6___9,AQ1033,mec-7,u448,1003953,2010-11-11 15:55,0.728722,0.718993,0.734216
mec-7 (v448) 1on food R_2010_10_01__12_04_04___1___2,AQ1033,mec-7,u448,1019461,2010-10-01 12:04,0.653559,0.644823,0.651542
mec-7 (v448) on food L_2010_11_11__16_37_54___8___11,AQ1033,mec-7,u448,1011899,2010-11-11 16:37,0.720693,0.69641,0.722689
mec-7 (v448) on food R_2010_10_28__15_50_16___2___11,AQ1033,mec-7,u448,1019044,2010-10-28 15:50,0.684551,0.6891,0.674138
mec-7 (v448) on food R_2010_11_11__16_19_04___7___10,AQ1033,mec-7,u448,1013741,2010-11-11 16:19,0.684365,0.663539,0.692876
mec-10 (u76) on food L_2010_10_12__12_18_19__1,AQ1037,mec-12,u76,1014775,2010-10-12 12:18,0.689655,0.704607,0.692807
mec-12 (u76) on food L_2010_10_21__12_48_43__6,AQ1037,mec-12,u76,1020292,2010-10-21 12:48,0.713174,0.694357,0.75703
mec-12 (u76) on food L_2010_10_21__13_07_59__7,AQ1037,mec-12,u76,1033578,2010-10-21 13:07,0.697118,0.679293,0.689661
mec-12 (u76) on food L_2010_11_04__10_38_31__1,AQ1037,mec-12,u76,1014230,2010-11-04 10:38,0.681727,0.66117,0.678687
mec-12 (u76) on food R_2010_09_30__13_07_44__9,AQ1037,mec-12,u76,1013755,2010-09-30 13:07,0.70022,0.710087,0.6963
mec-12 (u76) on food R_2010_10_01__12_47_22__4,AQ1037,mec-12,u76,1011997,2010-10-01 12:47,0.720591,0.721002,0.713525
mec-12 (u76) on food R_2010_10_14__15_20_05__2,AQ1037,mec-12,u76,1015258,2010-10-14 15:20,0.697433,0.703358,0.688714
mec-12 (u76) on food R_2010_10_14__16_40_48__5,AQ1037,mec-12,u76,1014147,2010-10-14 16:40,0.688687,0.689815,0.659013
mec-12 (u76) on food R_2010_10_14__16_40_48__5,AQ1037,mec-12,u76,130261,2010-10-14 16:40,0.688687,0.689815,0.659013
mec-12 (u76) on food R_2010_10_28__11_17_48__2,AQ1037,mec-12,u76,1013369,2010-10-28 11:17,0.726961,0.718516,0.725855
mec-10 (u76) on food R_2010_10_12__12_15___3___1,AQ1037,mec-12,u76,1016074,2010-10-12 12:15,0.679727,0.670336,0.625727
mec-12 (u76) on food L_2010_09_30__13_05___3___9,AQ1037,mec-12,u76,1013182,2010-09-30 13:05,0.676681,0.680961,0.691138
mec-12 (u76) on food L_2010_10_01__12_44___3___4,AQ1037,mec-12,u76,1011826,2010-10-01 12:44,0.715714,0.718356,0.697905
mec-12 (u76) on food L_2010_10_12__15_40___3___7,AQ1037,mec-12,u76,1017348,2010-10-12 15:40,0.702142,0.725693,0.729257
mec-12 (u76) on food L_2010_11_04__12_17___3___6,AQ1037,mec-12,u76,1013375,2010-11-04 12:17,0.665364,0.68616,0.686026
mec-12 (u76) on food L_2010_11_11__12_07___3___5,AQ1037,mec-12,u76,1007998,2010-11-11 12:07,0.704192,0.686773,0.714133
mec-12 (u76) on food R_2010_10_21__11_05___3___1,AQ1037,mec-12,u76,1017504,2010-10-21 11:05,0.699897,0.690297,0.698047
mec-12 (u76) on food R_2010_10_21__11_26___3___2,AQ1037,mec-12,u76,1020739,2010-10-21 11:26,0.719139,0.728866,0.713603
mec-12 (u76) on food R_2010_10_28__14_45___3___8,AQ1037,mec-12,u76,1021995,2010-10-28 14:45,0.715316,0.734476,0.714429
mec-12 (u76) on food R_2010_11_11__12_26___3___5,AQ1037,mec-12,u76,1013489,2010-11-11 12:26,0.606357,0.619795,0.617204
mec-12 (u76) on food L_2010_10_21__15_25___3___10,AQ1037,mec-12,u76,1015507,2010-10-21 15:25,0.687307,0.659629,0.673532
mec-12 (u76) on food L_2010_10_28__15_07___3___10,AQ1037,mec-12,u76,1015811,2010-10-28 15:07,0.698459,0.620518,0.730519
mec-12 (u76) on food L_2010_10_28__15_50___3___11,AQ1037,mec-12,u76,1019663,2010-10-28 15:50,0.677989,0.674242,0.702024
mec-12 (u76) on food R_2010_10_21__12_26_06___6___,AQ1037,mec-12,u76,1022348,2010-10-21 12:26,0.709712,0.709092,0.698005
mec-7 (u76) on food R_2010_10_12__15_42_41___7___7,AQ1037,mec-12,u76,1011729,2010-10-12 15:42,0.685348,0.695655,0.688251
Mec-12 (u76) on food L_2010_11_11__11_30_42___7___2,AQ1037,mec-12,u76,1014318,2010-11-11 11:30,0.713477,0.692682,0.712918
Mec-12 (u76) on food L_2010_11_11__11_30_42___7___2,AQ1037,mec-12,u76,129915,2010-11-11 11:30,0.713477,0.692682,0.712918
mec-10 (u76) on food L_2010_10_12__12_17_47___8___1,AQ1037,mec-12,u76,1017452,2010-10-12 12:17,0.686257,0.728317,0.646657
mec-10 (u76) on food R_2010_10_12__12_18_22___7___1,AQ1037,mec-12,u76,1018161,2010-10-12 12:18,0.71172,0.386161,0.655471
mec-12 (u76) on food L_2010_09_30__13_07_44___7___9,AQ1037,mec-12,u76,1011792,2010-09-30 13:07,0.722725,0.72072,0.732027
mec-12 (u76) on food L_2010_10_01__12_43_25___1___4,AQ1037,mec-12,u76,1014320,2010-10-01 12:43,0.667944,0.64499,0.689107
mec-12 (u76) on food L_2010_10_01__12_44_36___2___4,AQ1037,mec-12,u76,1013519,2010-10-01 12:44,0.659559,0.69837,0.678387
mec-12 (u76) on food L_2010_10_01__12_46_47___8___4,AQ1037,mec-12,u76,1013455,2010-10-01 12:46,0.699298,0.697921,0.688535
mec-12 (u76) on food L_2010_10_01__12_47_23___7___4,AQ1037,mec-12,u76,1012855,2010-10-01 12:47,0.70558,0.706554,0.713939
mec-12 (u76) on food L_2010_10_12__15_38_41___1___7,AQ1037,mec-12,u76,1019267,2010-10-12 15:38,0.697258,0.695493,0.697935
mec-12 (u76) on food L_2010_10_12__15_42_06___8___7,AQ1037,mec-12,u76,1020254,2010-10-12 15:42,0.719266,0.692988,0.70912
mec-12 (u76) on food L_2010_10_14__15_37_02___1___3,AQ1037,mec-12,u76,1012907,2010-10-14 15:37,0.71031,0.726526,0.698859
mec-12 (u76) on food L_2010_10_21__11_47_12___8___2,AQ1037,mec-12,u76,1017751,2010-10-21 11:47,0.704129,0.722382,0.708556
mec-12 (u76) on food L_2010_10_21__12_07_48___7___4,AQ1037,mec-12,u76,1015749,2010-10-21 12:07,0.680166,0.692901,0.679267
mec-12 (u76) on food L_2010_10_21__14_43_43___1___8,AQ1037,mec-12,u76,1019425,2010-10-21 14:43,0.703656,0.692372,0.714098
mec-12 (u76) on food L_2010_10_28__10_56_06___6___1,AQ1037,mec-12,u76,1006074,2010-10-28 10:56,0.700861,0.693638,0.694734
mec-12 (u76) on food L_2010_10_28__15_29_58___8___9,AQ1037,mec-12,u76,1014171,2010-10-28 15:29,0.681273,0.687575,0.707305
mec-12 (u76) on food L_2010_11_04__12_39_24___8___7,AQ1037,mec-12,u76,1013308,2010-11-04 12:39,0.688536,0.696846,0.707601
mec-12 (u76) on food L_2010_11_04__12_58_46___7___8,AQ1037,mec-12,u76,1013439,2010-11-04 12:58,0.704119,0.705819,0.707687
mec-12 (u76) on food L_2010_11_11__11_49_57___8___3,AQ1037,mec-12,u76,1015232,2010-11-11 11:49,0.71142,0.72335,0.715447
mec-12 (u76) on food L_2010_11_11__13_04_13___1___7,AQ1037,mec-12,u76,1013093,2010-11-11 13:04,0.67892,0.674568,0.688359
mec-12 (u76) on food L_2010_11_11__13_04_13___1___7,AQ1037,mec-12,u76,129495,2010-11-11 13:04,0.67892,0.674568,0.688359
mec-12 (u76) on food R_2010_09_30__13_05_02___2___9,AQ1037,mec-12,u76,1015254,2010-09-30 13:05,0.701448,0.677084,0.69608
mec-12 (u76) on food R_2010_09_30__13_05_26___6___9,AQ1037,mec-12,u76,1006146,2010-09-30 13:05,0.722334,0.726989,0.695994
mec-12 (u76) on food R_2010_09_30__13_07_11___8___9,AQ1037,mec-12,u76,1015394,2010-09-30 13:07,0.726821,0.728288,0.732479
mec-12 (u76) on food R_2010_10_12__15_39_54___2___7,AQ1037,mec-12,u76,1021017,2010-10-12 15:39,0.729471,0.709574,0.722782
mec-12 (u76) on food R_2010_10_12__15_40_19___6___6,AQ1037,mec-12,u76,1004037,2010-10-12 15:40,0.724803,0.738683,0.720144
mec-12 (u76) on food R_2010_10_14__14_59_35___6___1,AQ1037,mec-12,u76,1004257,2010-10-14 14:59,0.696778,0.630497,0.681129
mec-12 (u76) on food R_2010_10_14__16_14_09___6___4,AQ1037,mec-12,u76,1004259,2010-10-14 16:14,0.704472,0.699297,0.687588
mec-12 (u76) on food R_2010_10_21__15_05_36___2___9,AQ1037,mec-12,u76,1026867,2010-10-21 15:05,0.696455,0.692629,0.725107
mec-12 (u76) on food R_2010_10_21__15_05_36___2___9,AQ1037,mec-12,u76,130295,2010-10-21 15:05,0.696455,0.692629,0.725107
mec-12 (u76) on food R_2010_10_28__12_35_37___1___6,AQ1037,mec-12,u76,1018203,2010-10-28 12:35,0.701794,0.686723,0.69327
mec-12 (u76) on food R_2010_10_28__12_57_07___2___7,AQ1037,mec-12,u76,1011697,2010-10-28 12:57,0.659232,0.672212,0.679078
mec-12 (u76) on food R_2010_10_28__12_57_07___2___7,AQ1037,mec-12,u76,129023,2010-10-28 12:57,0.659232,0.672212,0.679078
mec-12 (u76) on food R_2010_11_04__11_37_14___1___4,AQ1037,mec-12,u76,1014419,2010-11-04 11:37,0.680051,0.637223,0.699257
mec-12 (u76) on food R_2010_11_04__11_57_10___2___5,AQ1037,mec-12,u76,1015960,2010-11-04 11:57,0.640009,0.648558,0.675127
mec-12 (u76) on food R_2010_11_04__11_57_10___2___5,AQ1037,mec-12,u76,129187,2010-11-04 11:57,0.640009,0.648558,0.675127
mec-12 (u76) on food R_2010_11_11__11_05_36___6___1,AQ1037,mec-12,u76,1003945,2010-11-11 11:05,0.716404,0.699336,0.71076
mec-12 (u76) on food R_2010_11_11__12_45_19___2___6,AQ1037,mec-12,u76,1015066,2010-11-11 12:45,0.681034,0.709807,0.68899
mec-12 (u76) on food L_2010_09_30__13_03_51___1___10,AQ1037,mec-12,u76,1017739,2010-09-30 13:03,0.707806,0.715025,0.712477
mec-12 (u76) on food L_2010_09_30__13_03_51___1___10,AQ1037,mec-12,u76,129719,2010-09-30 13:03,0.707806,0.715025,0.712477
mec-14 (v55) on food L_2010_09_30__12_07_54__6,AQ1038,mec-14,u55,1033516,2010-09-30 12:07,0.73686,0.734749,0.716709
mec-14 (v55) on food L_2010_10_12__15_21_39__7,AQ1038,mec-14,u55,1016375,2010-10-12 15:21,0.737351,0.747193,0.730327
mec-14 (v55) on food L_2010_10_21__15_08_17__9,AQ1038,mec-14,u55,1016475,2010-10-21 15:08,0.694158,0.704039,0.682925
mec-14 (v55) on food L_2010_10_28__11_58_27__4,AQ1038,mec-14,u55,1018702,2010-10-28 11:58,0.678355,0.698073,0.668207
mec-14 (v55) on food L_2010_11_11__11_50_26__3,AQ1038,mec-14,u55,1011872,2010-11-11 11:50,0.714131,0.696446,0.739332
mec-14 (v55) on food L_2010_11_11__11_50_26__3,AQ1038,mec-14,u55,129707,2010-11-11 11:50,0.714131,0.696446,0.739332
mec-14 (v55) on food R_2010_11_04__11_41_17__4,AQ1038,mec-14,u55,1013330,2010-11-04 11:41,0.729003,0.699903,0.710914
mec-14 (v55) on food L_2010_09_30__12_05___3___6,AQ1038,mec-14,u55,1014755,2010-09-30 12:05,0.711983,0.725843,0.692853
mec-14 (v55) on food L_2010_10_21__12_26___3___5,AQ1038,mec-14,u55,1024460,2010-10-21 12:26,0.652192,0.687862,0.655265
mec-14 (v55) on food L_2010_11_04__12_56___3___8,AQ1038,mec-14,u55,1013023,2010-11-04 12:56,0.613172,0.655193,0.635894
mec-14 (v55) on food L_2010_11_11__15_34___3___8,AQ1038,mec-14,u55,1012983,2010-11-11 15:34,0.715278,0.713253,0.751022
mec-14 (v55) on food L_2010_11_18__12_10___3___5,AQ1038,mec-14,u55,1033183,2010-11-18 12:10,0.780618,0.766214,0.789039
mec-14 (v55) on food L_2010_11_18__12_12___3___6,AQ1038,mec-14,u55,1017695,2010-11-18 12:12,0.602977,0.69967,0.645599
mec-14 (v55) on food R_2010_10_12__15_19___3___6,AQ1038,mec-14,u55,1017508,2010-10-12 15:19,0.707329,0.730047,0.704791
mec-14 (v55) on food R_2010_10_14__14_59___3___1,AQ1038,mec-14,u55,1018928,2010-10-14 14:59,0.710373,0.733367,0.686344
mec-14 (v55) on food R_2010_10_14__16_38___3___5,AQ1038,mec-14,u55,1016791,2010-10-14 16:38,0.705703,0.725852,0.690968
mec-14 (v55) on food R_2010_10_21__12_05___3___4,AQ1038,mec-14,u55,1012787,2010-10-21 12:05,0.674949,0.676462,0.664785
mec-14 (v55) on food R_2010_10_28__15_06___3___9,AQ1038,mec-14,u55,1013749,2010-10-28 15:06,0.688682,0.697295,0.6921
mec-14 (v55) on food R_2010_11_11__13_06___3___8,AQ1038,mec-14,u55,1008000,2010-11-11 13:06,0.706229,0.740469,0.702572
mec-4 (v55) on food L_2010_10_28__15_28___3___11,AQ1038,mec-14,u55,1018361,2010-10-28 15:28,0.66463,0.690228,0.689082
mec-14 (v55) on food R_2010_10_28__15_50___3___12,AQ1038,mec-14,u55,1019900,2010-10-28 15:50,0.669929,0.699845,0.668074
mec-14 (v55) on food R_2010_10_21__14_45_25___6___,AQ1038,mec-14,u55,1005544,2010-10-21 14:45,0.675352,0.686235,0.693391
mec-14 (v55) on food L_2010_09_30__12_05_09___2___6,AQ1038,mec-14,u55,1015660,2010-09-30 12:05,0.704327,0.717525,0.713936
mec-14 (v55) on food L_2010_09_30__12_05_36___6___6,AQ1038,mec-14,u55,1006152,2010-09-30 12:05,0.647044,0.677182,0.662557
mec-14 (v55) on food L_2010_09_30__12_07_22___8___6,AQ1038,mec-14,u55,1017172,2010-09-30 12:07,0.66729,0.694888,0.65341
mec-14 (v55) on food L_2010_10_12__15_21_45___7___6,AQ1038,mec-14,u55,1018151,2010-10-12 15:21,0.674727,0.707135,0.667718
mec-14 (v55) on food L_2010_10_14__15_40_59___7___3,AQ1038,mec-14,u55,1020178,2010-10-14 15:40,0.695803,0.709395,0.710545
mec-14 (v55) on food L_2010_10_21__12_48_16___8___5,AQ1038,mec-14,u55,1019122,2010-10-21 12:48,0.748617,0.742843,0.762886
mec-14 (v55) on food L_2010_10_28__11_17_55___7___2,AQ1038,mec-14,u55,1014282,2010-10-28 11:17,0.682302,0.684838,0.694126
mec-14 (v55) on food L_2010_10_28__12_55_59___1___7,AQ1038,mec-14,u55,1017098,2010-10-28 12:55,0.659824,0.680641,0.665509
mec-14 (v55) on food L_2010_11_04__11_16_36___6___3,AQ1038,mec-14,u55,1003426,2010-11-04 11:16,0.705771,0.744725,0.728252
mec-14 (v55) on food L_2010_11_04__12_37_04___2___7,AQ1038,mec-14,u55,1014821,2010-11-04 12:37,0.641844,0.67801,0.62928
mec-14 (v55) on food L_2010_11_11__12_07_18___6___4,AQ1038,mec-14,u55,129593,2010-11-11 12:07,0.714988,0.730518,0.709013
mec-14 (v55) on food L_2010_11_11__12_07_18___6___4,AQ1038,mec-14,u55,1003947,2010-11-11 12:07,0.714988,0.730518,0.709013
mec-14 (v55) on food L_2010_11_11__12_29_05___7___5,AQ1038,mec-14,u55,1015250,2010-11-11 12:29,0.683144,0.711691,0.685554
